,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
PLEKHA4,2.36E-05,0.305208693,0.333,0.333,0.047112409,lower bulge,PLEKHA4
CD1641,6.27E-05,0.257362418,0.694,0.717,0.12544929,lower bulge,CD164
GADD45G1,0.000111235,0.287796922,0.59,0.562,0.222469738,lower bulge,GADD45G
MAP1B2,0.000131463,0.254214796,0.497,0.436,0.262926445,lower bulge,MAP1B
MAFB1,0.000162727,0.356245285,0.645,0.668,0.325454133,lower bulge,MAFB
NTRK21,0.000384895,0.264021451,0.541,0.562,0.769789303,lower bulge,NTRK2
DNAJB41,0.000760465,0.25437791,0.421,0.476,1,lower bulge,DNAJB4
HSPA62,0.000770868,0.616511998,0.306,0.376,1,lower bulge,HSPA6
SLC39A101,0.000944437,0.566787724,0.273,0.352,1,lower bulge,SLC39A10
HIF1A,0.001122669,0.265643551,0.475,0.542,1,lower bulge,HIF1A
ADM1,0.007471526,0.254305825,0.339,0.424,1,lower bulge,ADM
LGALS7B3,1.71E-230,1.090307501,1,0.787,3.42E-227,IFE spinous 3,LGALS7B
DMKN3,1.93E-197,1.733168398,1,0.765,3.87E-194,IFE spinous 3,DMKN
KRT101,5.17E-193,2.095508601,1,0.894,1.03E-189,IFE spinous 3,KRT10
LY6D3,3.39E-177,1.709006243,1,0.546,6.78E-174,IFE spinous 3,LY6D
KRTDAP2,4.23E-150,2.633646146,1,0.567,8.46E-147,IFE spinous 3,KRTDAP
FABP54,3.72E-145,1.185250774,1,0.839,7.44E-142,IFE spinous 3,FABP5
KRT12,3.80E-130,2.479288208,1,0.625,7.59E-127,IFE spinous 3,KRT1
DBI2,1.52E-127,1.104399879,1,0.792,3.04E-124,IFE spinous 3,DBI
S100A73,1.10E-125,2.165495773,0.994,0.641,2.21E-122,IFE spinous 3,S100A7
CRABP22,2.63E-125,1.831005929,1,0.539,5.26E-122,IFE spinous 3,CRABP2
LGALS73,1.59E-124,0.837046622,1,0.725,3.19E-121,IFE spinous 3,LGALS7
LYPD33,9.52E-122,1.312699544,1,0.63,1.90E-118,IFE spinous 3,LYPD3
S100A83,4.04E-115,2.013719341,1,0.792,8.08E-112,IFE spinous 3,S100A8
S100A113,5.36E-109,0.827106636,1,0.897,1.07E-105,IFE spinous 3,S100A11
TMEM45A3,2.12E-108,1.324555339,1,0.625,4.24E-105,IFE spinous 3,TMEM45A
S100A94,3.43E-102,1.715831731,1,0.75,6.85E-99,IFE spinous 3,S100A9
AQP33,2.87E-95,1.020524515,1,0.659,5.74E-92,IFE spinous 3,AQP3
IMPA25,4.32E-92,0.727117735,1,0.675,8.64E-89,IFE spinous 3,IMPA2
SBSN1,1.15E-91,1.54399056,1,0.447,2.29E-88,IFE spinous 3,SBSN
CSTA2,3.42E-89,1.991541529,1,0.594,6.84E-86,IFE spinous 3,CSTA
DEFB12,6.30E-87,1.041907087,1,0.473,1.26E-83,IFE spinous 3,DEFB1
NDUFA4L22,6.78E-86,1.606548941,0.994,0.562,1.36E-82,IFE spinous 3,NDUFA4L2
SH3BGRL32,6.64E-82,0.749738201,1,0.871,1.33E-78,IFE spinous 3,SH3BGRL3
GLTP1,2.54E-78,1.123270051,1,0.591,5.08E-75,IFE spinous 3,GLTP
S100A143,1.78E-77,0.356600727,1,0.891,3.55E-74,IFE spinous 3,S100A14
CSTB1,1.66E-75,0.70803321,1,0.867,3.31E-72,IFE spinous 3,CSTB
PGAM11,1.37E-71,0.67067635,0.994,0.711,2.75E-68,IFE spinous 3,PGAM1
NEAT13,8.03E-71,0.795011273,0.983,0.757,1.61E-67,IFE spinous 3,NEAT1
FGFBP13,2.65E-70,0.884512473,0.989,0.492,5.30E-67,IFE spinous 3,FGFBP1
ALDH24,4.24E-67,0.655322171,0.989,0.668,8.48E-64,IFE spinous 3,ALDH2
RHOV3,6.81E-67,0.788502548,0.989,0.544,1.36E-63,IFE spinous 3,RHOV
EMP22,3.81E-66,0.789020178,1,0.823,7.62E-63,IFE spinous 3,EMP2
S100A163,7.73E-66,0.500343922,0.994,0.854,1.55E-62,IFE spinous 3,S100A16
GSTP14,1.55E-65,0.458404046,1,0.94,3.09E-62,IFE spinous 3,GSTP1
SFN3,6.91E-65,0.620862972,1,0.834,1.38E-61,IFE spinous 3,SFN
RAB253,1.11E-64,0.699230198,0.994,0.631,2.22E-61,IFE spinous 3,RAB25
LDHA2,1.01E-63,0.560890528,1,0.931,2.03E-60,IFE spinous 3,LDHA
KCNK72,2.72E-63,0.816361533,0.983,0.477,5.44E-60,IFE spinous 3,KCNK7
MAL21,9.64E-62,0.964698473,0.966,0.379,1.93E-58,IFE spinous 3,MAL2
CYB5A1,1.75E-60,0.81458193,0.983,0.627,3.51E-57,IFE spinous 3,CYB5A
